time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_00134	24.774	4.32	3.788	6.043	8.073	12.164	11.285	12.988	14.044	12.824	13.941	14.044	14.174	12.995	13.305	14.162	11.826	12.66	13.198	12.948	12.791	13.643	14.471	14.26
CNAG_00135	95.851	63.548	57.221	80.011	63.666	74.733	80.437	82.776	61.186	56.117	84.899	84.282	86.525	81.497	81.775	109.934	72.906	74.187	77.047	71.737	79.586	79.378	75.348	82.738
CNAG_00136	470.339	109.716	31.001	36.485	47.147	61.511	81.003	73.168	64.233	82.371	115.355	136.13	138.806	165.072	144.376	124.234	104.048	99.755	120.603	139.541	130.752	131.741	130.414	118.717
CNAG_00137	328.565	221.299	185.247	91.18	66.283	73.683	84.012	63.484	48.811	50.071	49.568	46.052	39.595	40.633	38.164	41.691	38.742	38.518	39.941	40.615	38.761	41.027	40.762	40.859
CNAG_00138	276.635	197.086	284.604	280.584	253.943	283.883	345.613	310.162	211.418	219.304	266.534	278.579	251.037	268.202	258.447	264.07	246.363	237.622	256.949	266.834	249.25	247.766	237.543	225.484
CNAG_00139	1062.5	127.464	3.773	2.085	1.824	1.83	3.445	7.876	16.052	23.271	30.109	33.107	34.108	39.435	43.288	52.312	48.276	53.994	58.229	62.606	57.253	58.673	73.851	77.215
CNAG_00140	7.498	12.172	4.986	15.641	25.051	28.565	32.913	42.749	43.256	37.405	28.192	25.957	32.933	31.925	34.091	30.769	35.152	34.502	31.474	30.994	32.681	31.534	35.034	30.785
CNAG_00141	25.971	16.336	10.464	9.197	7.507	5.695	5.856	4.694	5.589	6.265	8.13	7.967	5.71	6.202	5.529	7.425	6.661	8.06	7.118	8.083	6.503	6.33	6.191	6.881
CNAG_00142	10.604	61.836	22.111	23.29	26.438	50.671	58.585	66.219	41.862	33.469	24.377	19.673	23.674	25.344	26.892	28.689	19.715	20.153	20.554	21.391	23.097	23.212	21.874	21.603
CNAG_00143	88.705	99.724	126.175	129.815	166.293	214.582	264.38	245.528	179.247	153.041	143.986	152.917	166.601	187.157	180.762	137.259	131.221	124.698	131.937	137.399	140.714	141.574	134.284	122.871
CNAG_00144	9.195	2.288	3.214	6.136	4.909	4.475	4.417	3.312	4.12	6.873	8.025	7.568	6.934	6.213	6.05	6.387	6.797	7.692	6.294	7.28	6.548	6.114	6.988	7.668
CNAG_00145	20.495	50.708	41.42	32.564	20.899	18.771	22.879	30.28	30.555	26.827	27.49	25.79	26.27	27.087	27.792	32.727	25.252	24.943	23.176	24.285	25.508	28.274	28.515	28.811
CNAG_00146	10.582	6.731	8.217	18.457	24.838	25.17	26.372	24.676	31.711	34.252	32.566	35.266	37.82	34.187	32.805	31.349	33.535	32.89	35.311	35.723	34.75	34.343	31.107	29.484
CNAG_00147	147.526	137.719	156.798	115.105	104.556	124.754	138.872	141.395	121.903	114.314	115.921	108.136	105.304	122.966	112.554	113.991	86.454	86.576	98.575	104.518	94.624	94.257	103.028	91.888
CNAG_00148	10.275	2.901	1.393	3.762	7.221	9.368	11.414	12.292	16.838	14.85	12.472	12.841	15.758	16.945	17.002	13.647	14.79	14.24	15.734	16.908	17.303	16.2	19.507	17.564
CNAG_00149	85.996	547.34	2690.69	3248.75	3277.82	2595.21	2697.07	2733.6	2094.95	1976.7	1678.78	1574.29	1428.47	1366.18	1478.42	1145.56	1678.11	1524.11	1380.82	1248.99	1238.34	1229.91	1288.59	1368.53
CNAG_00150	157.761	161.462	163.664	91.078	74.335	49.772	51.944	55.838	63.248	74.8	72.535	66.171	55.732	64.618	61.165	59.598	55.554	55.187	53.39	56.187	51.128	53.195	61.313	60.113
CNAG_00151	9.643	10.374	7.312	12.304	16.658	24.203	28.584	28.782	27.213	24.944	21.764	20.271	26.749	25.068	24.454	21.96	20.091	20.173	18.793	20.539	22.362	22.186	21.857	19.967
CNAG_00152	6.358	10.158	10.977	12.552	12.213	15.629	14.721	13.899	13.338	12.264	10.281	9.991	10.365	10.167	10.509	9.522	9.904	10.152	10.225	9.435	9.687	9.887	9.991	10.284
CNAG_00153	4.931	5.852	5.384	7.278	9.374	12.313	11.565	14.664	12.759	11.81	9.366	8.617	8.641	8.802	9.758	9.547	8.884	9.152	8.46	8.042	9.21	8.631	9.024	8.647
CNAG_00154	39.894	5.79	2.897	3.393	5.902	9.983	11.837	10.789	13.17	15.236	17.976	22.62	22.667	24.685	23.522	22.574	22.647	22.519	26.34	26.384	24.969	25.427	24.976	22.545
CNAG_00155	1	1	1	1.083	1	1	1	1	1	1.12	1.181	1	1	1	1	1.051	1.133	1.063	1.12	1.064	1.112	1	1	1.069
CNAG_00156	11.681	3.937	6.759	9.757	11.455	5.678	4.734	7.832	11.007	11.041	12.105	13.492	12.674	10.464	10.723	11.872	11.35	14.083	13.766	13.803	11.538	12.029	13.62	13.705
CNAG_00157	14.073	13.084	14.898	15.68	13.457	14.997	15.602	21.371	18.905	15.087	14.677	13.632	15.977	16.474	17.372	18.226	18.306	16.902	17.715	16.171	18.838	17.975	18.069	17.713
CNAG_00158	6.014	9.252	6.478	15.618	13.128	10.18	6.164	5.071	8.579	11.248	10.692	9.467	9.875	8.389	8.926	9.183	11.751	10.902	10.446	9.517	10.068	9.312	10.088	12.041
CNAG_00159	44.072	37.772	51.295	49.037	45.922	49.741	57.685	53.416	45.231	46.548	50.408	50.578	61.502	56.975	57.113	60.505	54.778	54.323	56.078	64.635	55.963	63.09	53.634	50.489
CNAG_00160	4.537	5.21	6.082	6.219	5.387	3.857	4.295	4.403	5.172	4.093	3.474	3.57	3.435	3.243	3.557	3.756	4.827	5.442	3.674	4.175	4.586	4.85	4.106	4.982
CNAG_00161	19.989	13.299	9.015	6.201	5.995	6.867	6.286	4.634	3.273	3.469	3.757	5.307	6.424	6.411	5.345	5.929	5.968	5.25	7.35	8.609	7.094	9.205	6.653	7.224
CNAG_00162	1712.81	235.308	34.993	8.881	13.014	22.4	35.779	64.988	38.495	24.712	26.06	19.884	18.592	22.672	29.262	29.31	24.543	22.99	20.454	20.614	26.999	27.627	34.641	35.471
CNAG_00163	19.793	13.201	10.893	12.511	9.45	9.166	10.656	7.655	7.556	8.246	9.282	10.212	11.262	10.709	10.199	10.279	9.478	10.051	10.154	10.935	10.716	10.012	10.21	10.401
CNAG_00164	2.434	4.912	2.384	1.371	1.106	1.036	1	1.307	1.822	1.735	2.277	2.216	1.647	1.904	2.038	2.511	2.74	1.995	2.065	2.166	2.243	2.411	3.155	3.721
CNAG_00165	190.696	417.714	1182.06	905.448	633.603	556.645	630.832	587.025	437.145	409.311	413.377	359.886	295.959	328.866	314.671	310.034	276.572	266.965	261.397	272.767	265.009	273.586	275.53	266.456
CNAG_00166	19.879	143.912	145.2	107.813	95.205	106.209	106.28	68.984	49.413	53.51	60.48	62.495	51.056	50.047	41.13	40.842	40.172	44.76	41.764	42.979	42.135	36.684	37.167	37.094
CNAG_00167	12.94	1.499	1.249	1.854	3.084	3.912	3.142	3.635	7.053	9.305	8.517	8.313	8.34	8.245	7.843	8.704	8.587	8.957	8.971	8.684	8.307	8.343	9.845	9.525
CNAG_00171	42.185	13.108	14.038	24.295	20.454	19.721	19.47	16.744	17.762	22.626	28.724	28.844	23.737	25.293	21.323	27.133	23.217	26.38	26.214	27.199	27.086	24.62	27.715	26.918
CNAG_00172	3.373	8.933	34.569	67.005	44.527	31.302	22.394	8.247	6.423	15.527	23.542	23.442	18.991	16.079	13.136	12.895	16.57	19.948	19.707	18.844	16.323	13.4	14.389	15.677
CNAG_00173	4.543	5.687	3.925	7.148	9.612	8.705	8.306	11.449	13.122	12.864	10.615	9.816	9.868	8.684	9.411	9.465	10.804	10.6	9.252	10.117	8.629	9.455	8.716	9.548
CNAG_00174	5.761	1.773	1.567	3.149	3.89	4.101	4	5.178	8.717	8.403	5.888	5.668	6.599	6.136	6.682	5.595	7.313	6.477	6.573	6.225	6.042	6.298	7.232	6.962
CNAG_00175	4.433	1.398	1.037	1.171	1.764	2.269	1.764	2.842	5.428	4.319	3.146	2.999	5.201	4.304	4.448	3.407	6.212	5.421	4.936	5.348	6.051	5.616	5.453	6.45
CNAG_00176	529.958	395.899	327.972	221.642	273.989	260.907	258.015	250.406	251.08	300.285	333.276	355.562	375.412	391.184	405.557	341.48	391.601	386.251	387.706	398.878	361.498	366.764	355.159	363.451
CNAG_00177	2.162	1.914	3.876	7.283	4.607	3.816	4.107	2.353	1.912	2.223	2.706	3.461	3.122	3.298	3.152	2.597	2.918	3.218	3.463	3.53	3.408	2.992	2.752	3.022
CNAG_00178	4.39	5.535	3.736	6.572	6.49	5.313	4.708	6.934	7.085	7.008	5.985	5.405	4.907	4.846	5.004	5.971	5.686	5.146	5.156	5.182	5.222	5.068	5.675	5.369
CNAG_00179	4.075	7.883	49.246	38.734	9.672	3.613	2.929	3.816	9.616	17.113	14.804	8.938	4.508	4.311	5.738	9.142	10.836	8.384	7.39	5.533	5.223	5.029	7.051	7.346
CNAG_00180	277.036	114.443	12.752	4.013	5.549	11.123	15.795	18.165	22.977	35.499	55.074	56.848	54.223	54.62	56.754	67.144	66.447	67.511	73.172	75.157	70.498	70.412	74.327	78.052
CNAG_00181	46.095	2.18	3.58	8.348	7.856	7.525	6.804	6.922	9.989	11.491	14.787	14.187	12.613	10.727	11.805	13.549	14.001	14.698	13.729	13.782	14.137	13.291	14.224	15.285
CNAG_00182	127.839	69.875	42.622	76.013	68.697	46.838	32.027	20.932	18.196	34.095	66.272	74.055	62.048	56.991	58.093	66.213	67.489	68.652	75.582	79.773	76.995	69.139	71.488	73.61
CNAG_00183	204.838	118.609	129.903	149.375	121.818	99.857	83.474	96.229	86.042	88.743	77.104	68.238	55.754	52.969	55.877	50.132	46.811	44.441	41.555	37.444	36.829	37.95	36.77	34.71
CNAG_00184	43.938	62.656	49.871	58.017	59.16	50.64	47.232	75.992	71.689	64.384	65.757	60.521	50.058	50.533	53.061	61.893	52.734	53.593	46.348	49.67	47.983	50.867	52.928	52.596
CNAG_00185	198.882	40.661	23.341	52.842	56.143	49.726	50.938	50.044	53.069	72.293	93.5	96.867	87.608	91.007	83.26	94.091	99.744	97.618	107.92	100.324	95.782	90.917	93.459	97.332
CNAG_00186	38.264	81.148	117.834	77.476	45.774	44.772	33.406	38.404	39.431	30.862	37.165	26.644	28.791	27.113	29.131	37.814	31.031	27.796	30.895	32.716	33.521	30.957	29.222	29.227
CNAG_00187	15.559	14.971	6.944	13.004	12.318	16.368	17.683	22.008	20.162	18.818	18.099	17.542	16.423	15.36	17.42	20.937	15.708	16.544	16.044	16.968	17.095	18.163	19.878	19.858
CNAG_00188	53.898	54.357	165.84	161.208	97.247	86.66	84.727	66.769	52.424	61.39	81.131	81.702	74.741	76.059	71.983	85.631	85.392	80.884	92.624	88.083	83.833	83.534	75.859	82.076
CNAG_00189	66.398	17.681	41.195	54.709	45.284	39.294	38.851	30.691	28.179	36.704	48.994	54.277	49.867	46.783	41.491	46.73	45.781	46.27	49.263	49.325	46.803	45.385	44.246	46.587
CNAG_00190	70.833	6.615	8.024	10.653	17.028	19.891	18.036	22.517	20.484	22.01	22.553	25.344	22.918	24.056	23.321	25.064	22.786	23.516	23.166	25.316	23.699	23.909	24.733	23.632
CNAG_00191	13.52	94.058	89.28	35.886	19.08	19.282	17.914	12.544	11.368	13.013	12.041	10.965	9.261	9.848	9.026	11.682	10.875	10.07	10.42	9.677	10.816	11.787	9.937	11.237
CNAG_00192	8.657	3.139	2.553	3.417	4.904	6.632	6.44	6.806	4.97	5.906	6.284	5.63	5.451	5.174	5.064	6.267	5.342	4.784	4.261	4.843	4.614	4.202	4.61	4.985
CNAG_00193	22.832	38.578	25.834	39.246	54.378	69.625	70.288	59.399	38.318	39.301	36.719	34.407	33.548	36.368	34.266	29.503	27.441	24.741	26.571	27.657	27.111	25.66	26.954	24.495
CNAG_00194	20.453	58.735	64.278	60.529	202.746	361.839	435.396	213.445	103.537	76.168	66.287	96.907	127.368	123.227	111.494	63.101	67.743	68.428	74.628	91.739	97.832	85.979	71.82	62.436
CNAG_00195	51.625	103.162	54.818	30.78	39.577	52.927	62.96	71.05	51.326	35.392	27.352	31.286	36.321	34.046	36.593	36.893	29.693	31.78	30.234	30.486	36.44	35.74	33.688	32.143
CNAG_00229	5.314	4.002	2.887	1.487	1.208	1.383	1.484	2.086	2.795	2.729	2.631	2.714	2.395	2.582	2.257	3.215	3.115	3.203	3.008	2.641	2.86	2.963	3.428	3.299
CNAG_00231	15.358	15.782	15.457	11.282	11.012	16.761	22.106	15.411	12.129	11.574	13.696	13.207	12.222	12.76	11.104	12.224	11.58	11.177	11.195	10.82	10.962	10.528	10.628	9.974
CNAG_00232	1132.24	2027.17	6475.21	5852.64	4693.4	3982.49	4227.95	5998.01	6048.99	5682.92	5212.29	4881.54	4284.43	4381.21	4301.21	4659.05	4856.12	4560.1	4416.37	4089.99	3883.61	3707.57	3880.81	3857.3
CNAG_00233	113.322	361.878	694.104	425.552	402.009	415.599	445.075	380.996	290.397	334.946	365.314	353.712	340.734	334.205	332.437	284.418	302.329	281.487	291.201	292.237	283.505	270.888	258.189	268.936
CNAG_00234	14.712	25.31	23.427	18.406	27.382	35.837	32.405	30.644	26.006	24.688	24.377	24.274	24.752	24.131	22.599	22.826	19.886	19.935	22.03	21.822	21.566	21.125	21.545	21.089
CNAG_00235	78.512	17.193	13.376	15.94	22.527	25.69	27.441	20.263	14.117	15.14	14.628	15.051	13.855	15.44	13.942	13.632	11.746	11.58	11.444	11.707	12.002	11.779	12.095	11.57
CNAG_00236	46.597	24.168	34.602	74.019	62.698	59.843	57.221	48.483	38.986	52.861	72.798	72.916	61.99	57.68	53.902	57.857	53.323	48.616	49.06	49.88	44.772	41.046	43.929	44.469
CNAG_00237	68.197	74.924	116.336	178.281	242.867	324.404	423.364	346.619	263.746	326.998	344.595	328.395	307.701	316.025	264.391	209.112	184.339	185.754	196.216	217.43	206.644	207.196	187.889	170.147
CNAG_00238	273.361	473.466	610.992	481.165	418.739	441.066	525.337	536.88	411.34	391.72	420.411	399.107	343.387	409.956	380.381	358.35	272.07	262.013	274.891	303.863	298.331	299.892	309.612	274.523
CNAG_00239	4.194	5.195	4.731	5.084	4.143	4.561	4.941	5.956	7.45	5.192	4.477	4.379	4.49	4.854	4.733	4.699	4.829	4.481	4.292	4.313	4.258	5.452	5.074	5.369
CNAG_00240	5.727	7.338	8.158	11.121	10.706	11.249	11.398	11.938	14.363	13.684	11.022	9.523	11.292	10.944	12.069	9.294	10.383	10.404	11.106	10.875	10.115	10.43	10.874	10.805
CNAG_00241	8.062	23.485	13.473	13.866	18.495	28.924	31.642	29.418	22.117	18.224	16.102	15.949	16.445	16.556	16.842	16.078	13.316	12.708	13.782	13.884	14.425	14.26	14.432	14.035
CNAG_00242	1.526	1.446	1.658	1.33	1.189	1.048	1.183	1.275	1.088	1.118	1.119	1.069	1.133	1.04	1.217	1.101	1.132	1.25	1.198	1.253	1.074	1.161	1.259	1.183
CNAG_00243	7.268	15.117	28.292	33.43	25.391	22.805	23.357	26.18	20.389	20.712	24.66	22.631	20.687	21.507	19.742	21.673	22.448	23.865	24.677	23.106	23.131	20.623	21.332	22.757
CNAG_00246	7.699	4.943	6.444	10.464	12.146	11.663	11.466	12.449	17.556	17.327	12.971	12.572	15.022	14.476	14.663	12.567	13.474	14.532	13.153	13.767	13.277	13.941	15.205	13.664
CNAG_00247	73.8	46.074	31.924	5.591	1.662	1.436	1.338	1.678	2.079	2.977	3.275	3.513	3.582	4.651	5.005	5.013	5.658	5.687	7.558	7.204	8.171	7.846	7.664	8.573
CNAG_00248	2.581	1.633	4.039	8.649	6.812	4.389	3.051	3.353	3.74	4.955	5.578	5.694	5.046	4.554	4.085	4.629	4.276	4.84	4.653	4.645	3.754	4.079	4.337	4.567
CNAG_00249	11.563	7.288	11.671	12.875	11.318	11.225	9.524	9.826	9.669	11.309	12.512	12.245	11.848	11.758	11.409	10.985	12.228	11.161	11.076	12.334	11.104	10.597	11.418	10.865
CNAG_00250	103.118	130.905	290.125	341.504	342.163	248.696	199.5	122.116	78.117	108.388	143.115	147.398	131.709	124.135	101.098	96.027	107.849	116.531	121.364	120.281	102.331	94.303	90.819	92.847
CNAG_00251	6.892	5.685	2.749	1.625	1.539	1.622	1.749	1.451	1.572	1.707	1.584	1.452	1.597	1.46	1.92	1.822	1.783	1.877	1.578	1.687	1.781	1.977	2.205	1.746
CNAG_00252	14.194	20.793	53.307	40.356	29.964	26.134	21.664	15.639	17.691	20.607	25.085	24.659	23.708	19.336	19.604	19.497	22.182	22.064	23.643	22.397	21.897	19.467	18.565	20.506
CNAG_00253	8.428	2.015	2.734	8.159	6.912	5.708	4.097	4.583	7.688	9.164	11.616	11.037	10.21	9.183	9.578	10.582	10.042	10.688	10.781	9.499	9.835	9.564	10.532	11.402
CNAG_00254	8.564	2.615	1.315	1	1.299	1.552	3.602	7.425	14.384	12.198	6.867	6.401	8.335	9.749	12.386	15.87	14.166	11.593	10.873	10.864	12.09	16.887	20.864	19.26
CNAG_00255	19.495	18.551	22.614	16.217	40.832	25.192	25.315	22.476	62.169	30.532	11.978	11.403	41.639	20.79	26.302	13.665	60.265	59.796	40.916	46.654	47.265	46.007	41.898	44.988
CNAG_00256	23.473	41.72	36.741	29.677	106.444	97.929	96.517	93.57	203.047	135.216	44.614	46.67	133.136	86.004	109.574	47.703	135.578	133.974	112.997	112.469	118.078	123.307	128.453	126.417
CNAG_00257	5.505	13.998	8.533	10.099	11.862	19.811	23.131	21.536	17.854	13.613	10.653	9.956	11.724	12.428	12.277	13.345	11.165	10.537	10.588	11.695	12.35	13.013	14.146	12.361
CNAG_00258	4.586	20.813	15.584	16.169	9.506	6.296	5.729	5.594	7.223	9.143	10.527	8.651	7.351	7.581	8.216	9.201	9.111	9.144	8.269	8.268	8.406	8.137	9.582	10.117
CNAG_00259	42.479	261.044	159.029	100.054	95.37	168.943	187.48	159.956	90.117	83.202	76.966	72.313	78.222	80.608	75.439	93.909	68.071	69.082	64.469	72.376	81.023	76.563	73.375	75.241
CNAG_00260	28.628	48.058	75.942	93.016	86.751	83.043	97.941	84.028	72.5	84.246	82.515	84.995	80.021	79.79	75.569	70.913	73.248	74.837	74.25	74.547	71.517	73.074	66.488	63.919
CNAG_00261	207.657	414.33	904.616	847.775	713.76	522.398	563.583	494.572	492.577	496.285	327.946	294.298	326.976	340.341	339.265	304.103	386.919	393.366	360.475	353.086	362.002	373.266	365.911	351.664
CNAG_00262	6.063	5.118	5.366	7.147	6.365	5.32	5.066	8.013	5.391	5.14	4.1	4.307	3.01	3.419	3.097	3.265	3.341	2.998	3.531	2.855	2.807	3.148	3.219	3.593
CNAG_00263	19.897	12.261	13.086	15.844	13.392	13.281	13.377	14.391	13.035	14.735	17.016	14.781	13.246	10.655	13.6	17.138	14.293	14.246	11.904	13.328	14.398	13.55	13.504	15.439
CNAG_00264	317.715	112.621	13.84	3.73	4.232	5.956	7.051	9.997	14.821	18.3	23.411	23.046	21.758	25.393	25.319	31.692	28.499	29.921	33.224	34.54	32.794	31.998	36.843	38.611
CNAG_00265	71.318	531.129	1155.02	617.383	416.29	434.611	466.751	420.663	299.14	325.649	360.841	311.919	259.661	269.484	254.69	297.242	246.623	242.082	220.836	225.747	226.369	220.312	212.129	213.501
CNAG_00266	21.719	7.632	2.839	3.919	6.176	6.49	7.988	7.885	8.634	9.543	11.841	11.007	13.022	11.339	10.535	14.194	11.808	12.556	12.505	10.557	12.721	14.831	13.895	13.696
CNAG_00267	17.31	2.943	3.565	9.912	8.784	6.373	6.123	4.727	6.353	7.499	10.864	11.131	9.441	9.681	9.537	11.49	11.309	10.797	13.411	12.409	10.178	11.346	10.204	9.694
CNAG_00268	252.656	621.308	794.152	306.465	274.725	351.728	436.295	362.859	250.289	217.007	199.835	192.581	192.831	216.245	198.94	166.734	149.738	145.439	153.269	171.454	167.079	169.836	165.164	147.036
CNAG_00269	13.693	11.154	3.087	1.268	1.038	1.116	1.148	1.149	1.286	1.639	1.807	1.675	1.46	1.459	1.494	1.63	1.713	2.386	2.126	1.891	2.351	1.913	2.682	2.221
CNAG_00270	639.621	551.742	1001.89	717.194	501.19	432.535	455.275	524.192	399.106	507.839	638.972	652.974	569.903	523.182	574.937	773.121	739.211	727.076	737.48	734.671	706.546	680.88	653.439	723.449
CNAG_00271	17.963	33.214	51.787	38.075	26.206	31.076	29.801	33.934	34.441	35.368	35.397	28.565	27.372	31.792	29.273	35.133	29.523	30.982	29.778	29.041	31.839	30.396	33.467	33.2
CNAG_00272	18.133	14.829	11.669	13.385	11.945	12.673	12.228	9.729	9.267	10.072	12.81	12.875	10.763	10.711	9.579	10.62	9.327	9.524	11.237	11.715	11.375	9.764	11.063	11.291
CNAG_00273	7.555	13.704	27.332	31.539	20.316	19.652	16.541	10.207	11.636	17.609	19.343	16.924	14.427	10.869	11.854	12.504	14.929	17.512	15.683	14.965	12.982	12.327	13.196	13.559
CNAG_00274	6.059	2.984	13.197	33.769	19.541	6.551	3.413	2.381	3.064	5.463	10.152	10.402	7.801	6.227	5.764	7.368	8.619	10.823	10.964	8.929	7.338	6.843	6.687	7.602
CNAG_00275	43.107	23.64	9.468	3.251	3.013	3.132	2.514	2.623	4.029	6.316	8.617	8.466	9.569	8.872	10.408	10.787	11.737	12.849	13.613	12.339	13.008	13.278	15.805	16.825
CNAG_00276	41.527	26.295	20.087	13.468	13.026	13.344	11.272	10.126	7.733	10.204	11.518	11.717	11.409	11.867	10.705	12.833	14.21	13.517	12.832	16.03	13.936	15.294	14.702	15.946
CNAG_00277	15.814	20.768	63.347	49.908	27.278	18.049	15.978	13.208	12.97	14.245	17.017	18.034	14.763	11.203	12.491	16.083	17.265	18.057	18.87	16.896	15.27	14.163	13.963	17.585
CNAG_00278	42.73	39.203	59.383	56.121	45.811	37.478	38.699	34.547	24.41	26.697	39.386	40.887	35.196	31.823	31.647	37.096	33.961	35.067	39.929	36.944	33.366	31.688	33.728	34.016
CNAG_00279	210.057	193.665	142.864	187.516	166.548	130.873	118.186	139.392	140.499	190.635	257.102	264.57	233.586	252.636	265.494	294.229	301.503	325.112	292.142	302.645	300.413	308.978	296.201	329.845
CNAG_00280	336.21	340.42	617.864	431.048	423.72	397.17	451.593	402.988	327.091	358.422	362.861	401.122	395.651	394.562	392.968	355.671	414.163	400.17	397.251	407.057	398.344	389.512	377.12	372.9
CNAG_00283	127.595	113.697	80.553	14.611	4.675	3.28	4.735	4.025	3.145	4.121	4.647	6.295	8.574	10.929	9.787	11.194	11.015	11.28	13.694	13.97	15.509	15.866	14.139	12.481
CNAG_00284	5.08	3.699	3.87	4.852	3.813	3.572	3.197	2.513	2.5	2.411	2.237	2.645	2.648	2.471	2.736	2.266	2.753	3.209	3.071	2.761	3.052	2.997	2.828	2.836
CNAG_00285	25.468	4.766	2.25	3.389	4.873	5.075	4.603	4.503	6.072	5.529	6.406	6.011	5.725	5.534	5.792	5.866	5.449	5.084	5.612	6.037	5.132	5.643	6.471	6.43
CNAG_00286	44.357	58.65	48.319	52.342	55.605	64.313	72.859	65.509	56.137	61.43	65.463	70.003	64.511	66.38	63.157	67.481	57.667	56.038	60.655	62.974	60.096	60.044	61.134	60.139
CNAG_00287	41.44	20.75	11.999	63.775	109.168	127.859	145.342	128.401	94.652	122.525	169.162	209.534	240.242	244.69	224.863	213.649	172.866	173.286	167.5	175.17	178.635	178.241	168.497	153.22
CNAG_00288	103.076	49.762	55.223	82.603	67.831	54.983	49.675	43.533	35.901	43.094	60.053	58.577	58.611	56.737	50.565	63.54	55.943	56.163	56.113	61.034	59.549	58.577	57.304	61.019
CNAG_00289	53.236	28.798	28.931	33.836	28.505	28.987	31.976	27.002	27.582	31.612	46.904	46.506	41.235	41.371	40.538	52.637	45.269	49.46	48.029	51.68	51.844	49.542	44.966	51.437
CNAG_00290	74.616	45.874	25.936	43.295	51.846	41.855	37.187	26.768	23.834	32.584	43.104	50.534	48.648	45.788	42.963	45.554	40.662	43.931	49.38	49.592	46.138	42.897	43.497	44.08
CNAG_00291	73.215	53.989	58.247	54.28	46.084	44.507	41.989	38.526	33.887	34.538	44.58	42.508	38.042	38.803	36.329	42.165	34.529	35.145	34.605	39.658	39.466	38.712	38.882	39.56
CNAG_00292	162.797	895.062	570.928	275.725	267.603	363.747	443.303	368.366	224.454	198.874	230.774	235.148	224.295	236.424	216.159	212.662	159.932	156.975	161.916	185.316	189.032	187.657	168.487	153.397
CNAG_00293	214.948	160.633	234.818	246.67	221.094	165.64	148.845	126.464	118.402	147.686	184.788	190.854	163.8	157.714	149.422	153.412	143.257	153.896	154.824	155.962	149.305	146.288	146.341	141.652
CNAG_00294	13.903	11.889	13.143	22.412	21.251	19.625	17.309	21.302	24.555	21.733	19.491	19.831	20.519	20.003	19.116	19.478	19.739	19.513	19.745	18.702	19.463	18.654	19.032	19.189
CNAG_00295	1.065	1	1.088	1	1	1	1.068	1	1	1.117	1	1.051	1	1	1	1	1	1.061	1	1	1	1	1.055	1.068
CNAG_00299	4.398	21.766	9.706	5.059	6.274	13.759	16.397	17.325	12.415	11.21	9.223	8.271	9.582	10.013	11.666	10.952	7.87	7.536	7.842	8.638	10.003	9.576	10.09	9.856
CNAG_00300	9.659	53.213	57.175	30.191	13.503	8.354	10.166	17.349	18.512	19.411	17.494	14.591	13.26	13.545	16.467	16.966	14.801	12.838	12.145	12.786	13.461	14.378	14.797	14.625
CNAG_00301	204.025	32.19	70.425	79.543	69.431	15.194	15.277	61.201	67.844	65.391	71.563	70.7	56.84	59.152	64.678	79.791	92.128	100.759	95.603	86.805	77.286	75.62	78.949	88.717
CNAG_00302	24.961	56.941	52.044	38.593	25.425	26.862	29.706	35.381	24.444	18.506	16.768	13.238	12.187	11.292	13.127	16.485	11.872	11.183	9.816	9.791	9.361	10.113	9.571	8.8
CNAG_00303	10.624	4.376	2.063	1.603	1.744	1.748	1.582	1.562	1.813	2.264	2.766	2.799	2.687	2.544	2	2.314	2.442	2.68	2.95	3.205	2.713	2.758	2.744	2.525
CNAG_00304	22.381	32.885	32.183	31.356	23.498	26.458	30.689	31.367	24.209	23.588	29.743	26.014	25.434	24.409	28.18	34.078	25.773	29.274	26.249	24.883	24.606	27.11	25.936	26.28
CNAG_00305	258	247.824	228.695	203.145	296.249	432.319	584.823	630.343	449.629	498.256	608.087	727.346	735.834	850.94	805.135	760.066	621.696	548.754	536.762	566.237	575.443	555.74	543.754	519.826
CNAG_00306	17.181	21.533	16.708	11.933	20.642	30.68	39.99	35.787	27.211	26.895	27.159	27.355	37.542	33.88	38.004	29.206	37.683	39.023	35.766	37.799	34.729	31.499	37.69	35.494
CNAG_00307	273.829	350.833	1188.46	1051.33	592.086	601.313	703.362	871.461	590.928	605.337	733.118	613.864	582.698	546.229	690.791	772.945	660.303	613.434	611.116	592.097	570.147	548.705	600.679	602.669
CNAG_00308	81.86	29.284	3.114	2.869	5.638	10.041	11.155	10.265	9.823	14.247	21.65	22.566	22.912	26.198	25.244	28.378	22.951	26.063	26.95	29.609	28.195	28.297	26.152	26.096
CNAG_00309	49.37	23.684	8.776	5.603	7.772	12.542	16.589	11.599	10.248	11.836	14.722	16.42	15.433	15.056	15.407	16.04	15.342	15.044	15.797	17.519	17.486	16.956	16.149	16.702
CNAG_00310	36.421	51.618	71.06	63.863	44.796	36.427	30.199	22.429	26.423	34.161	41.055	40.573	32.762	30.514	29.248	35.098	34.84	34.736	34.056	34.462	31.238	29.171	31.483	32.473
CNAG_00311	144.777	345.198	383.692	419.544	417.549	190.937	217.09	255.063	213.719	206.736	199.379	271.78	187.229	193.831	281.318	249.127	90.171	73.028	74.995	73.04	75.002	80.852	71.178	68.491
