GENE_ID	GSM77298_T1	GSM77299_T2	GSM77300_T3	GSM77301_T4	GSM77302_T5	GSM77303_T6	GSM77304_T7	GSM77305_T8	GSM77306_T9	GSM77307_T10	GSM77308_T11	GSM77309_T12	GSM77310_T13	GSM77311_T14	GSM77312_T15	GSM77313_T16	GSM77314_T17	GSM77315_T18	GSM77316_T19	GSM77317_T20	GSM77318_T21	GSM77319_T22	GSM77320_T23	GSM77321_T24	GSM77322_T25	GSM77323_T26	GSM77324_T27	GSM77325_T28	GSM77326_T29	GSM77327_T30	GSM77328_T31	GSM77329_T32	GSM77330_T33	GSM77331_T34	GSM77332_T35	GSM77333_T36
YNL256W|FOL1	0.896	0.534	0.889	0.927	0.743	0.792	0.937	1.183	3.416	0.888	1.183	1.573	0.8	0.528	0.874	1.122	1.096	0.927	1.129	3.261	0.84	0.952	1.55	1.549	0.888	0.738	1.008	0.86	0.911	0.757	1.472	4.826	0.665	1.102	1.633	1.313
YMR189W|GCV2	2.935	2.327	1.683	2.292	2.887	3.385	4.135	5.741	6.605	4.177	2.611	2.325	3.479	2.165	1.754	2.561	2.572	2.663	3.356	4.409	11.943	2.452	3.161	3.583	3.4	1.908	1.749	1.401	2.145	2.824	3.79	7.409	8.464	2.699	2.964	3.263
YGR204W|ADE3	15.69	6.428	7.208	7.133	7.283	8.268	9.022	9.766	23.128	19.179	21.374	15.745	16.194	6.956	8.571	8.267	8.146	7.111	8.481	13.054	26.482	14.852	18.016	14.229	19.934	10.705	7.421	6.037	6.596	7.097	9.449	22.004	21.604	12.71	14.726	16.272
YAL044C|GCV3	16.329	12.148	9.238	11.84	12.016	11.668	13.947	13.714	19.075	22.438	14.424	14.286	17.21	12.023	7.095	10.4	10.873	10.613	11.206	14.533	38.617	14.41	15.755	15.444	12.321	12.019	11.882	8.784	9.79	11.388	13.302	16.879	32.333	11.743	13.65	15.05
YER183C|FAU1	2.617	2.763	1.386	2.207	2.101	2.024	1.873	1.945	4.225	3.308	1.969	2.753	2.063	2.681	2.698	2.86	1.463	2.264	1.557	2.743	3.763	2.934	2.933	3.279	1.578	1.502	2.425	2.207	2.64	2.266	1.535	4.392	2.931	2.81	2.978	2.934
YBR262C|AIM5	19.501	13.48	8.774	7.307	6.085	6.223	6.082	5.599	5.088	14.056	13.436	13.827	17.916	12.217	8.47	7.477	8.078	6.098	5.431	5.093	9.558	11.821	14.259	15.393	25.321	14.93	8.891	6.475	6.091	6.136	6.74	4.937	10.263	11.539	12.556	16.029
YGL226W|NA	3.125	2.138	1.788	1.263	1.339	1.251	1.258	1.717	1.414	3.925	3.542	2.889	2.862	2.207	1.819	1.465	1.269	1.409	1.21	0.611	2.095	2.916	2.8	2.173	4.62	1.996	1.555	1.378	1.379	1.389	1.52	0.875	2.47	2.462	2.523	2.707
YBR029C|CDS1	5.654	5.716	7.115	5.33	4.107	3.429	2.554	3.016	5.454	3.276	6.178	7.403	4.207	5.302	6.333	4.519	2.621	3.712	2.934	4.879	2.914	5.162	7.67	8.167	5.639	4.062	5.055	4.72	3.222	3.15	3.052	6.161	3.549	5.487	7.534	7.499
YIL155C|GUT2	20.49	29.926	26.857	22.965	22.59	20.806	19.218	15.961	3.536	11.811	13.142	12.6	19.76	28.015	27.828	23.442	21.275	22.49	20.525	9.757	7.002	9.742	13.804	10.928	28.244	39.16	20.442	27.117	20.194	18.331	15.094	8.776	13.667	9.071	12.216	16.214
YDL142C|CRD1	2.931	3.02	3.316	2.486	2.256	2.27	2.14	1.869	0.648	1.839	1.695	1.574	2.423	2.7	2.65	2.653	2.096	2.085	1.96	1.121	1.478	1.74	1.473	1.51	2.613	2.796	3.29	2.533	2.458	2.203	2.402	0.71	1.713	1.449	1.455	1.628
YHL032C|GUT1	17.831	21.585	23.109	16.593	14.651	10.745	8.546	6.241	1.988	6.924	6.392	5.487	19.434	22.074	22.463	16.865	13.532	11.617	6.717	4.38	5.665	5.956	6.528	6.981	26.635	30.279	14.347	15.365	12.465	9.195	9.79	3.124	7.402	6.168	6.193	10.158
YOL059W|GPD2	0.482	0.437	0.535	0.55	0.801	0.961	0.906	0.842	0.665	0.364	0.516	0.374	0.483	0.405	0.412	0.682	0.756	0.627	0.791	1.526	0.593	0.448	0.385	0.391	0.352	0.586	0.544	0.383	0.542	0.571	1.022	1.555	0.344	0.395	0.323	0.334
YDL022W|GPD1	7.528	16.446	19.527	22.805	24.175	23.364	23.966	21.181	2.841	9.598	7.824	6.045	12.963	16.051	19.286	24.346	16.899	21.868	20.214	9.154	10.837	11.502	6.521	5.363	12.347	14.308	19.281	17.836	20.013	20.902	15.616	4.247	12.781	9.137	5.859	7.143
YNL121C|TOM70	8.462	7.429	6.056	4.933	3.066	3.286	4.024	4.089	3.312	6.771	7.416	7.492	7.003	4.794	4.72	5.04	4.748	3.877	4.244	3.687	5.329	6.256	8.16	7.008	5.618	6.858	5.195	4.482	4.22	3.196	4.447	4.435	5.953	7.608	8.045	5.731
YGR082W|TOM20	9.317	6.543	4.115	3.736	3.004	3.154	3.093	3.418	5.707	10.066	12.162	8.893	9.47	5.469	4.193	2.494	2.99	3.089	3.256	4.097	7.646	9.87	10.068	9.324	12.863	5.057	2.458	3.392	3.018	2.667	4.308	6.796	8.445	8.945	8.533	9.081
YNL026W|SAM50	3.648	3.622	3.359	3.137	2.109	2.407	2.484	2.449	0.873	3.039	3.452	3.423	4.3	3.886	3.117	3.276	2.778	2.351	2.226	1.884	2.955	3.306	3.641	3.243	3.877	4.634	3.779	2.299	2.407	2.165	2.342	1.349	2.947	3.053	3.444	3.605
YPR133W-A|TOM5	10.964	11.408	8.103	5.862	5.211	4.857	4.359	4.358	4.953	12.046	12.346	14.59	14.504	9.223	6.295	4.973	3.806	4.622	3.856	4.592	4.261	11.716	12.279	11.504	12.741	4.982	5.3	4.6	4.192	4.52	4.663	5.571	9.674	11.603	14.183	14.218
YMR060C|SAM37	2.274	1.677	1.356	1.404	1.593	1.167	1.209	1.092	0.956	1.984	2.196	2.332	1.401	1.917	1.207	1.468	1.458	1.092	1.264	0.869	1.763	2.181	2.099	2.208	1.808	1.705	1.399	1.133	1.157	1.062	1.546	0.796	1.773	1.926	2.007	1.859
YOR045W|TOM6	32.045	24.599	14.019	12.827	10.37	8.553	9.296	9.41	11.063	22.173	29.297	27.12	31.445	20.714	14.302	12.264	12.865	7.949	7.832	9.334	12.848	20.122	26.886	18.387	21.868	25.024	15.031	9.081	9.749	7.929	8.3	9.878	19.73	19.344	23.315	21.314
YNL131W|TOM22	6.658	10.572	7.363	5.574	4.433	4.275	3.768	3.773	2.967	5.521	8.53	7.048	8.751	9.717	6.56	4.697	4.268	4.733	3.546	3.353	2.749	6.505	7.74	6.22	11.236	7.221	6.655	4.753	4.469	4.095	4.095	3.09	6.23	6.164	7.083	7.197
YMR203W|TOM40	10.917	13.282	7.522	7.07	6.453	5.568	5.033	4.951	5.042	7.405	6.971	9.601	10.546	11.168	5.959	6.128	3.69	4.531	4.304	5.332	7.837	10.348	11.798	10.862	11.077	9.751	5.881	4.878	4.583	4.046	5.525	6.68	8.644	9.879	11.14	11.171
YHR083W|SAM35	2.081	1.779	1.881	1.316	1.771	1.429	1.4	1.324	0.54	2.156	2.339	1.63	2.087	1.67	1.649	1.595	1.77	1.422	1.714	1.184	1.19	1.876	1.916	1.726	2.112	1.753	1.06	1.52	1.3	0.989	1.707	1.221	2.249	1.644	1.866	1.896
YNL070W|TOM7	3.241	5.035	4.785	4.075	3.577	3.016	1.635	2.301	4.858	6.237	7.352	9.201	6.659	5.731	4.795	1.864	2.086	3.901	2.116	2.835	3.243	5.399	8.112	4.584	4.442	4.391	4.915	4.644	2.783	3.806	1.338	3.703	6.093	6.861	9.418	8.242
YMR062C|ECM40	3.624	4.036	6.758	6.156	9.515	9.085	6.975	9.841	5.602	5.226	4.872	5.068	4.877	4.543	5.857	5.864	7.794	9.009	9.59	7.216	5.459	6.179	5.084	5.644	3.912	3.87	6.088	5.161	7.61	8.837	13.162	7.109	4.804	4.619	5.258	4.838
YJL071W|ARG2	2.287	2.005	2.924	2.503	2.974	3.172	3.304	3.301	2.831	3.094	2.193	2.994	2.343	2.174	2.363	1.314	3.068	3.363	2.907	3.395	1.446	3.065	1.707	2.333	2.193	1.392	2.619	1.808	3.094	3.405	2.922	3.104	2.405	2.64	2.759	2.618
YER069W|ARG5.6	7.407	10.068	17.8	18.034	23.526	26.901	27.868	23.728	17.913	9.584	10.763	8.969	9.292	10.113	19.128	20.708	28.496	26.631	28.915	18.681	12.666	8.794	9.953	8.671	12.94	16.824	23.309	17.153	23.447	25.83	29.007	17.586	9.731	7.346	9.436	9.87
YOR130C|ORT1	1.092	1.252	1.518	1.289	1.139	1.349	1.832	1.74	1.466	1.951	1.87	1.665	2.011	1.083	1.23	1.362	1.119	1.386	1.641	1.839	1.839	1.62	1.755	1.509	1.593	1.669	1.486	1.16	1.133	1.239	2.071	1.551	1.962	1.669	1.813	1.696
YOL140W|ARG8	0.502	1.092	2.285	1.857	2.043	2.224	2.685	2.543	4.685	1.109	1.39	1.323	1.059	1.131	2.033	1.716	1.756	2.937	2.851	3.319	0.982	1.113	1.049	1.075	0.947	1.128	2.071	2.22	1.982	3.182	2.373	4.399	1.511	1.263	1.654	1.361
YNL073W|MSK1	5.734	3.607	1.856	1.988	1.602	1.588	1.298	1.089	1.148	3.204	3.575	2.225	5.812	2.401	1.497	1.939	1.595	1.049	0.895	0.832	3.802	3.11	3.441	3.914	3.504	2.09	1.508	0.944	1.071	1.153	1.043	0.805	1.68	3.225	3.292	3.397
YBR106W|PHO88	14.044	8.951	11.171	10.18	12.238	12.783	15.984	17.958	40.406	26.223	22.701	19.758	16.542	9.466	11.03	13.912	12.26	12.178	15.467	27.495	30.354	22.714	21.224	20.817	19.923	9.337	13.494	9.105	11.111	13.099	16.445	41.77	24.271	19.193	18.655	17.75
YAL046C|AIM1	4.841	3.965	2.077	2.429	2.062	2.178	2.289	1.841	1.838	4.808	3.328	4.777	6.856	3.71	1.992	1.603	1.229	1.851	2.229	2.469	4.099	4.799	4.366	5.099	4.802	2.592	2.433	1.518	1.569	1.939	1.728	2	4.992	4.531	5.231	5.325
YER014W|HEM14	2.207	2.639	2.401	2.426	2.503	2.632	2.865	2.801	0.872	1.723	1.926	1.252	2.032	2.567	2.578	3.016	2.916	2.253	2.334	2.769	0.811	1.56	1.47	1.468	2.846	2.723	2.775	2.184	2.338	2.646	2.492	2.337	1.038	1.406	1.237	1.543
YOR176W|HEM15	5.048	5.868	5.713	6.159	4.695	3.918	4.286	3.811	0.771	4.155	4.202	3.358	3.812	5.543	6.094	5.776	4.779	3.368	3.416	2.819	3.191	4.804	4.231	3.436	2.838	5.658	6.434	4.209	4.034	3.33	4.144	1.748	3.924	4.401	3.998	2.895
YAL039C|CYC3	9.844	9.068	6.568	8.069	7.661	6.763	8.726	11.114	8.056	11.842	8.364	6.205	12.758	7.55	7.008	7.479	7.096	5.785	6.709	12.837	17.097	7.622	7.533	8.25	12.465	9.183	7.782	4.34	5.5	5.019	8.008	11.895	15.301	6.129	5.645	7.645
YDR044W|HEM13	0.591	0.481	0.653	0.67	0.793	0.587	0.506	0.632	0.808	1.374	1.348	1.277	1.083	0.569	0.666	0.767	0.352	0.669	0.507	0.701	1.182	1.61	0.983	1.005	0.834	0.394	0.606	0.638	0.593	0.42	0.332	0.71	2.368	1.73	1.827	1.75
YOR251C|NA	4.453	7.361	4.166	7.381	9.339	8.347	8.242	6.925	5.308	3.441	3.531	3.602	5.408	7.099	6.551	8.482	7.011	7.151	6.756	5.455	5.616	3.613	4.013	4.383	3.642	4.995	6.284	6.018	5.969	7.3	7.369	6.775	2.552	3.632	3.715	3.642
YDR194C|MSS116	9.753	4.916	3.548	2.883	2.829	2.788	2.436	2.767	3.54	7.354	7.209	7.821	9.129	4.559	3.369	2.958	2.429	2.465	2.756	3.06	4.089	7.077	7.806	8.681	7.966	4.086	3.385	2.817	2.466	2.77	2.381	4.215	5.603	5.442	7.656	8.598
YLR382C|NAM2	2.072	1.664	1.238	0.971	1.204	0.857	0.882	1.06	0.631	1.453	1.974	1.681	2.079	1.45	1.003	0.74	0.764	0.528	0.837	0.644	0.776	2.044	1.779	2.374	1.585	1.095	0.654	0.846	0.896	0.817	0.539	0.575	1.115	1.822	1.629	1.785
YDL044C|MTF2	3.09	1.527	1.554	1.458	1.184	1.172	0.837	1.261	1.759	3.089	2.935	2.275	2.284	1.406	1.493	1.284	1.362	1.247	1.341	1.311	1.978	2.468	2.259	2.846	2.905	1.729	1.41	1.486	1.582	1.44	1.546	1.026	2.264	2.377	2.167	2.586
YIR021W|MRS1	2.212	1.302	0.813	0.713	0.677	0.641	0.693	0.851	0.476	2.695	3.618	2.317	1.763	1.209	0.812	0.788	0.881	0.503	0.714	0.62	1.178	2.115	2.241	1.737	2.803	1.185	0.538	0.694	0.567	0.579	0.743	0.883	1.722	2.149	2.044	2.19
YGL236C|MTO1	4.338	1.218	0.452	0.558	0.51	0.435	0.658	0.768	2.156	3.863	4.998	3.423	4.729	0.932	0.585	0.557	0.543	0.751	0.915	1.276	3.151	4.263	4.409	3.886	3.885	1.265	0.507	0.388	0.5	0.596	1.089	1.422	3.393	3.011	3.284	3.812
YDL033C|SLM3	1.788	1.645	1.018	1.008	1.184	1.217	1.195	1.121	1.522	1.417	1.688	1.513	1.806	1.241	1.216	1.129	1.181	1	0.93	1.108	2.085	1.84	1.952	2.047	1.199	1.191	0.917	1.109	1.241	1.063	1.15	1.613	1.547	1.645	1.583	1.552
YJL133W|MRS3	1.246	0.901	0.757	0.637	0.545	0.632	0.762	1.089	2.418	2.268	1.679	1.303	1.455	0.842	0.804	0.751	0.954	0.466	0.725	3.814	3.27	1.552	1.014	1.495	1.648	0.993	0.891	0.325	0.566	0.558	1.033	2.886	2.048	1.287	1.252	1.155
YKR052C|MRS4	1.946	1.375	0.998	1.282	1.553	1.285	1.192	0.589	0.742	1.049	0.976	1.259	1.774	1.44	0.767	0.771	0.945	1.287	1.156	0.587	1.319	1.241	1.267	1.281	1.492	1.57	1.186	1.279	1.21	1.179	1.079	0.611	1.952	0.905	1.202	1.357
YPR134W|MSS18	1.865	2.59	2.792	2.587	2.547	2.481	2.594	2.647	1.507	2.326	1.663	2.03	2.491	2.584	2.801	2.581	2.468	2.707	2.174	1.909	1.731	2.119	1.543	1.748	2.769	2.234	2.629	2.582	2.487	2.833	2.806	1.513	2.743	2.158	1.949	2.074
YMR023C|MSS1	0.892	0.634	0.496	0.346	0.45	0.408	0.34	0.404	0.604	0.707	0.616	0.84	0.388	0.608	0.412	0.516	0.387	0.397	0.427	0.386	0.989	0.643	0.615	0.673	0.9	0.56	0.472	0.454	0.419	0.495	0.379	0.282	0.797	0.627	0.75	0.696
YLR203C|MSS51	6.871	9.729	4.874	4.629	4.306	3.741	3.995	3.121	3.088	7.611	8.043	6.678	9.488	8.464	4.463	3.556	3.669	2.954	2.963	2.437	7.887	8.951	8.559	7.371	10.513	7.43	4.279	2.552	3.094	2.758	3.963	2.602	8.735	8.415	7.957	7.962
YMR282C|AEP2	1.46	1.124	0.689	0.947	1.037	0.846	0.625	0.632	0.996	1.279	1.123	1.674	1.47	1.276	1.026	1.015	0.921	0.797	0.706	0.467	2.381	1.381	1.451	1.93	1.353	1.206	0.847	1.087	1.088	0.768	0.588	0.66	1.16	1.77	1.774	1.812
YPL029W|SUV3	2.173	2.117	1.688	1.78	1.701	1.487	1.488	1.413	1.714	2.818	2.333	3.372	3.896	1.801	1.923	1.567	1.324	1.632	1.386	1.745	1.769	3.049	4.167	2.462	2.284	1.172	2.069	1.534	1.536	1.624	1.682	1.559	3.001	2.984	3.691	3.59
YNR045W|PET494	3.196	2.557	2.329	2.249	1.744	1.917	1.753	1.818	1.167	2.353	2.543	2.285	2.772	2.435	2.13	2.096	2.265	1.769	1.964	0.868	2.648	2.77	2.284	1.575	2.845	3.222	2.535	1.842	1.902	1.563	1.818	0.76	2.538	2.097	2.162	2.406
YMR287C|DSS1	0.804	0.625	0.335	0.543	0.498	0.382	0.431	0.381	0.571	0.632	1.282	1.29	1.204	0.657	0.48	0.529	0.485	0.454	0.287	0.381	0.488	1.12	1.495	0.787	0.767	0.569	0.415	0.403	0.324	0.408	0.245	0.485	0.799	1.313	1.361	1.262
YBR120C|CBP6	5.633	2.999	2.165	1.408	0.985	1.097	1.099	1.271	1.604	5.426	4.902	5.974	4.336	2.234	1.831	1.221	0.999	1.379	1.181	1.084	2.36	4.573	3.785	4.688	3.774	2.178	1.801	1.525	1.457	1.396	1.031	1.014	4.13	4.802	5.23	5.608
YMR257C|PET111	1.296	1.18	1.495	0.978	0.823	0.975	0.935	0.81	0.935	1.226	2.045	1.755	1.444	0.98	1.058	0.803	0.861	0.826	0.708	0.728	1.062	1.488	1.569	1.219	1.314	1.505	1.521	0.902	0.768	0.895	0.802	0.681	1.635	1.657	1.683	1.49
YLR067C|PET309	0.417	0.361	0.529	0.351	0.523	0.155	0.202	0.29	0.418	0.48	0.559	0.623	0.444	0.386	0.273	0.2	0.329	0.276	0.263	0.249	0.471	0.592	0.499	0.577	0.586	0.373	0.437	0.374	0.38	0.335	0.202	0.355	0.435	0.805	0.775	0.741
YBL080C|PET112	1.016	0.987	1.115	0.717	0.633	0.552	0.467	0.666	0.24	0.846	1.073	1.398	1.426	1.016	0.861	0.608	0.455	0.737	0.762	0.238	0.259	1.245	1.329	0.749	1.06	0.664	1.01	0.715	0.623	0.61	0.356	0.293	0.963	1.37	1.33	1.245
YDL069C|CBS1	1.079	0.42	0.457	0.388	0.371	0.497	0.374	0.509	0.728	0.957	1.203	0.87	0.721	0.449	0.37	0.411	0.556	0.499	0.493	0.713	1.353	0.94	0.792	0.863	0.841	0.657	0.374	0.556	0.56	0.533	0.413	0.693	0.934	0.723	0.918	0.772
YPL134C|ODC1	9.798	8.558	4.999	8.547	8.304	6.053	5.608	3.921	1.915	8.211	5.112	7.824	11.73	10.101	8.284	7.158	6.018	5.374	3.895	2.259	8.806	6.605	7.964	8.389	7.243	6.497	5.837	7.104	4.383	5.287	3.06	4.219	5.908	9.119	7.851	6.979
YBR269C|FMP21	10.611	17.772	13.888	14.237	10.429	10.359	8.924	8.568	1.933	6.878	7.362	6.436	11.535	16.053	14.673	14.18	12.25	10.133	7.997	4.497	7.239	7.034	7.57	8.191	13.129	16.129	14.477	11.045	10.691	8.785	8.933	3.716	8.092	6.631	6.241	7.326
YJL112W|MDV1	4.301	2.822	1.763	1.92	2.194	2.063	2.333	1.182	1.475	1.643	2.287	3.626	3.875	2.957	2.23	2.075	1.453	1.802	2.081	1.09	3.992	3.174	3.123	3.386	4.335	2.484	2.683	1.832	1.925	2.252	1.96	1.04	3.529	3.096	3.471	3.517
YLL001W|DNM1	4.198	3.775	1.504	2.502	0.928	2.2	1.886	1.761	0.924	2.156	3.792	2.049	3.78	2.986	1.04	2.439	2.118	1.553	1.352	0.84	3.673	2.817	2.354	4.517	3.142	2.045	2.411	1.591	1.907	1.548	0.525	0.947	4.109	2.93	3.207	2.84
YOL023W|IFM1	2.371	0.979	0.573	0.556	0.51	0.41	0.459	0.541	0.571	1.369	2.35	1.802	1.426	0.516	0.427	0.477	0.495	0.45	0.548	0.437	1.223	1.75	1.928	1.333	0.799	1.005	0.562	0.406	0.389	0.424	0.562	0.46	1.4	1.941	2.141	1.859
YNL292W|PUS4	1.33	1.003	1.149	1.058	1.278	1.297	1.372	1.702	5.639	2.478	1.837	1.853	1.653	0.938	1.159	1.314	0.913	1.109	1.389	3.638	2.405	1.929	1.778	1.87	1.944	0.924	1.236	0.891	0.919	1.057	1.64	5.273	2.247	1.907	1.827	1.675
YHR011W|DIA4	1.816	1.354	0.793	0.557	0.684	0.66	0.61	0.634	0.271	1.917	2.683	1.656	1.892	1.07	0.839	0.732	0.637	0.696	0.701	0.46	0.711	1.493	1.96	1.457	2.525	1.503	0.481	0.754	0.6	0.602	0.79	0.408	1.421	1.911	1.671	1.968
YKL194C|MST1	2.012	1.108	0.509	0.319	0.46	0.363	0.234	0.346	0.243	1.158	1.436	1.42	1.8	0.905	0.375	0.414	0.512	0.329	0.376	0.256	1.35	1.634	1.488	1.705	1.886	0.659	0.424	0.343	0.283	0.27	0.374	0.197	1.474	1.73	1.649	1.437
YER086W|ILV1	4.705	3.936	3.766	5.33	4.343	8.804	7.568	7.182	17.914	5.9	4.223	6.017	4.419	3.135	5.35	6.168	4.426	7.222	6.272	11.711	10.282	5.45	7.043	8.382	2.431	1.859	5.452	5.867	6.587	6.315	5.498	18.869	6.086	6.528	7.832	7.147
YCL064C|CHA1	0.099	0.138	0.09	0.073	0.055	0.115	0.156	0.09	0.097	0.183	0.156	0.131	0.139	0.14	0.105	0.106	0.037	0.123	0.113	0.076	0.154	0.145	0.103	0.076	0.139	0.146	0.079	0.101	0.066	0.111	0.101	0.074	0.137	0.164	0.106	0.141
YDR023W|SES1	11.419	7.891	7.916	7.294	7.585	7.329	6.477	7.833	19.731	14.725	13.237	13.121	10.116	7.523	8.144	7.781	7.467	7.796	7.36	11.957	17.517	13.41	14.038	14.761	11.886	7.293	8.265	7.587	6.94	7.233	8.697	14.737	16.529	12.909	13.937	13.824
YGR155W|CYS4	14.578	8.179	6.739	10.403	12.712	10.718	10.816	9.638	27.113	14.978	19.543	13.659	10.216	8.478	8.383	12.152	6.051	9.553	9.981	21.011	17.662	12.676	16.188	16.158	15.875	7.689	9.011	10.118	10.133	11.026	12.788	22.132	17.164	13.115	15.569	15.154
YOR187W|TUF1	16.178	12.232	3.883	6.713	5.182	4.138	3.034	4.247	4.937	14.359	9.42	14.319	16.479	12.434	7.265	6.313	4.127	4.07	3.011	2.575	13.465	13.053	12.197	14.253	12.325	7.621	5.019	5.413	3.255	3.995	3.156	2.566	6.623	14.902	14.309	12.406
YLR069C|MEF1	10.844	6.206	3.515	2.286	2.1	1.402	1.894	1.674	1.906	6.515	9.75	8.992	11.803	4.958	2.843	2.147	2.384	1.683	1.481	1.438	4.064	8.795	9.544	9.664	12.786	5.337	2.61	1.645	1.699	1.651	1.808	1.371	5.668	7.197	8.999	9.812
YJL102W|MEF2	3.202	2.269	1.377	1.784	1.753	1.336	1.257	1.379	0.742	2.696	3.035	3.352	3.909	1.82	1.611	1.392	1.281	1.133	1.405	1.122	4.066	3.064	1.758	3.727	2.828	1.943	1.748	1.203	1.338	1.288	1.153	0.569	4.104	3.569	2.973	3.325
YDL119C|NA	0.846	1.082	0.855	0.566	0.854	0.466	0.404	0.449	0.285	0.691	0.599	0.587	0.987	0.926	0.813	0.613	0.379	0.502	0.49	0.63	0.559	0.718	0.585	0.568	1.505	0.774	0.6	0.416	0.496	0.261	0.363	0.304	0.774	0.827	0.594	0.599
YPL172C|COX10	6.74	3.217	1.372	1.69	1.596	1.422	1.419	1.24	1.466	5.934	5.905	5.818	8.491	3.276	1.826	1.646	1.091	1.23	1.186	0.806	5.737	6.445	6.926	6.74	8.717	2.058	1.767	1.309	1.462	1.286	1.265	0.75	5.001	5.894	5.727	6.457
YBR024W|SCO2	3.178	4.421	3.22	2.873	2.41	2.321	2.319	2.143	0.801	2.063	2.15	2.335	3.375	3.165	3.102	2.618	1.61	2.438	2.175	1.499	1.246	2.53	1.776	2.214	2.22	1.901	3.097	2.273	2.265	2.249	2.179	0.771	2.526	2.381	2.03	2.528
YBR037C|SCO1	5.505	4.417	2.348	1.868	1.804	1.711	1.798	1.747	0.671	3.639	5.019	3.465	6.607	3.767	2.046	2.029	1.771	1.554	1.441	0.77	2.787	4.649	4.626	4.742	6.904	4.174	2.027	1.461	1.43	1.473	1.804	0.632	3.566	3.754	3.446	4.031
YPL132W|COX11	3.919	2.816	1.921	1.904	1.502	1.501	1.354	1.555	1.423	3.309	3.25	3.227	5.561	2.678	2.074	1.942	1.48	1.528	1.465	0.886	2.659	2.998	3.609	2.953	3.998	2.772	2.433	1.525	1.372	1.602	1.183	0.949	2.931	3.084	3.46	3.418
YLL009C|COX17	15.132	6.467	2.574	2.78	2.859	2.456	1.801	2.172	0.897	8.068	12.039	16.408	10.886	5.912	2.676	2.255	3.533	2.707	1.835	1.857	3.046	11.271	11.499	17.33	16.073	5.907	3.123	3.401	3.751	3.522	2.472	1.426	4.831	11.005	12.435	11.893
YBR069C|TAT1	0.169	0.138	0.309	0.091	0.214	0.101	0.156	0.252	0.476	0.141	0.132	0.143	0.256	0.272	0.185	0.188	0.246	0.113	0.16	0.71	0.141	0.116	0.08	0.16	0.389	0.23	0.286	0.216	0.185	0.162	0.145	1.059	0.134	0.096	0.133	0.111
YJR077C|MIR1	46.928	43.002	38.965	28.746	27.837	18.988	21.91	24.719	27.012	42.129	50.916	38.85	59.865	42.318	28.686	27.193	21.045	14.806	14.629	24.096	55.353	36.2	45.119	42.93	60.067	37.11	26.872	14.919	15.15	14.9	21.891	32.761	44.759	34.809	40.862	42.244
YFR044C|DUG1	13.175	22.118	8.79	14.843	13.306	14.364	11.077	12.087	5.976	9.247	7.971	10.616	12.449	20.386	13.385	15.579	8.629	9.702	9.387	6.995	9.573	10.531	12.611	9.131	10.266	13.756	16.686	12.373	12.534	10.305	7.206	10.923	8.123	10.519	11.708	13.248
YNL064C|YDJ1	8.09	10.051	12.568	21.15	20.267	23.24	22.573	23.101	25.222	18.417	17.942	14.677	10.222	9.758	15.897	23.909	21.162	21.558	19.637	27.569	24.483	16.961	17.866	14.568	9.495	10.178	16.494	16.924	19.315	20.985	25.279	33.103	23.235	15.745	16.084	14.77
YKR066C|CCP1	7.005	13.45	6.305	7.741	2.464	5.986	5.735	4.098	2.908	3.039	2.908	2.298	6.979	9.551	5.681	6.844	6.759	4.234	3.695	3.425	4.291	2.681	1.726	3.042	3.778	10.91	10.317	4.994	5.805	4.494	3.753	3.574	4.411	2.285	2.032	2.946
YJR048W|CYC1	38.636	37.132	28.984	20.117	13.599	8.169	7.359	7.023	9.391	22.095	26.387	31.361	40.134	34.838	22.96	12.806	7.502	6.124	4.863	5.613	39.777	25.703	36.3	28.014	43.604	27.946	21.623	12.054	7.138	5.98	7.115	5.803	29.826	25.534	35.437	35.37
YIL042C|PKP1	5.683	6.96	4.507	5.168	6.57	5.65	5.579	5.606	0.854	3.102	4.978	3.475	5.758	6.284	5.782	6.12	6.886	3.787	5.379	3.457	3.127	3.551	3.792	4.073	7.444	6.236	5.129	4.18	4.427	4.441	6.049	3.066	3.436	3.321	3.539	4.121
YHL014C|YLF2	1.267	0.548	0.318	0.312	0.351	0.275	0.512	0.379	0.173	1.12	1.726	1.479	0.778	0.658	0.366	0.384	0.268	0.435	0.31	0.415	0.39	1.213	1.089	1.013	1.015	0.354	0.231	0.28	0.314	0.28	0.555	0.384	0.589	1.25	1.412	1.629
YGR147C|NAT2	4.309	2.792	1.154	2.099	1.669	2.255	2.254	2.526	2.639	4.1	5.011	3.558	2.955	3.097	2.321	1.84	2.504	2.198	2.535	2.312	2.539	3.499	3.034	3.621	4.342	3.337	1.924	2.244	2.542	1.999	3.176	2.423	2.905	3.166	2.852	3.346
YOR317W|FAA1	5.9	17.065	21.276	14.875	12.21	12.322	8.817	6.439	2.691	1.79	1.192	2.307	8.334	16.906	16.193	17.654	11.42	11.033	11.129	6.302	1.677	0.913	1.902	1.732	7.604	13.415	21.264	15.213	10.538	12.396	7.794	2.153	1.621	1.106	2.253	3.552
YML008C|ERG6	21.67	31.817	32.868	30.121	28.899	24.779	15.889	24.822	9.86	12.913	14.033	16.394	16.49	35.564	24.502	26.526	20.548	20.659	25.502	22.726	15.418	14.835	17.569	15.965	18.253	29.017	29.861	23.224	19.71	19.472	25.659	16.239	14.471	13.456	15.77	16.656
